ir0,ir1,ir2,ir3,ir4,ir5,ir6,ir7,smell,move,turn
78,88,100,47,100,32,79,18,-98.09006716611106,3.9033701216069963,32.486887396308646
100,57,80,77,30,86,16,80,-133.46099072195932,1.4260835910566856,13.089834879673447
83,100,52,100,37,81,21,74,-147.23553595766725,2.1767906678425764,-21.872589326277875
100,54,100,51,31,94,16,100,-127.3385895702367,1.5961502897156468,14.110235071627216
100,65,72,100,36,84,19,74,-142.1912612671157,0.5835760759134532,17.63478978881405
66,100,45,100,49,16,27,71,-159.82605105592972,1.5603874706686183,-26.637675175988292
100,50,100,61,34,90,18,100,-134.04469044581145,1.0098697098385707,16.99255159236476
79,100,59,100,43,83,23,70,-151.59591000093064,1.922335833307482,-23.932651666821776
100,53,100,45,40,98,18,100,-128.5653550824469,1.1620734699320305,17.90577415292552
100,60,74,100,41,85,22,69,-147.09026052436155,2.114159429878846,-22.515043420726926
100,56,100,47,100,100,18,100,-126.38033120512989,1.2227685776352812,18.269944799145023
100,46,93,78,42,88,22,68,-145.27460501096903,2.1645943052508603,-22.212434168494838
100,59,100,54,100,100,18,100,-124.83389000023931,1.2657252777711303,18.52768499996012
100,46,100,63,44,91,21,67,-143.98303728736227,2.2671378531288258,-21.330506214560373
100,61,100,61,100,100,19,100,-124.37186053814003,1.0785594294961105,20.604689910309997
100,46,100,59,47,92,22,64,-145.55399821449356,2.156833382930735,-22.258999702415593
56,63,100,67,100,100,19,100,-124.94470996956295,1.0626469452899179,20.50921500507284
100,46,100,54,49,22,22,62,-146.00561126552367,2.1442885759576757,-22.334268544253945
54,65,100,73,100,100,20,100,-125.26029811334632,2.8538806079626022,-17.543383018891056
55,100,45,100,72,56,21,94,-109.51655402123743,3.2245401660767383,-15.586092336872902
100,100,55,100,65,56,23,18,-96.745378822492,4.041683782138918,33.85010269283351
45,100,44,84,100,100,17,100,-133.33191634634568,1.2296689903792863,15.111347275609052
100,52,100,68,59,22,85,53,-148.90834812099797,1.8636569966389454,-24.818058020166333
44,100,45,100,100,72,18,100,-124.81986538166791,1.2661148505092248,18.530022436388684
100,57,44,76,76,24,83,100,-143.86932289102134,2.0036299196938514,-23.978220481836892
42,100,46,100,95,71,18,95,-121.37710031833956,1.3617472133794566,19.103816613610075
39,63,44,86,100,26,82,100,-141.01996148541224,2.082778847627438,-23.503326914235373
41,100,49,100,75,71,18,90,-118.99859262433046,1.4278168715463764,19.500234562611595
36,100,45,97,100,27,81,100,-139.04639620265215,2.1376001054818845,-23.17439936710869
39,100,51,100,74,72,18,87,-117.34022111712574,1.473882746746507,19.776629813812377
34,100,46,100,100,28,80,100,-137.66625708539613,2.175937303183441,-22.944376180899354
37,100,54,50,79,73,17,84,-116.17117512661787,1.7063562464828368,17.971470812230354
31,100,48,100,100,31,50,100,-134.7095509094388,2.2580680302933667,-22.451591818239798
36,100,58,49,86,74,17,80,-113.7047693695531,1.7748675175124138,18.382538438407817
29,100,50,100,100,33,44,93,-132.66205135345615,2.314943017959551,-22.110341892242694
35,27,100,50,94,76,17,78,-111.98808490703533,1.8225531970267963,18.668652515494113
27,100,52,100,100,35,42,88,-131.2334958297443,2.354625115840436,-21.872249304957386
33,24,100,51,100,78,17,76,-110.78296242027682,1.856028821658977,18.869506263287196
25,100,55,100,96,36,42,84,-130.22768075770915,2.382564423396968,-21.704613459618187
32,22,100,53,100,80,19,74,-109.92791010729462,1.4797802747973714,23.012014982117563
22,100,56,100,100,30,53,83,-133.47743564652154,3.49229345426329,-28.24623927442026
100,19,99,55,100,100,21,71,-107.33430290633731,4.201232772395672,-35.85927003229264
68,25,18,100,60,100,84,27,-74.27294605693902,2.6701959428628053,-51.7121576761565
21,66,98,19,100,60,100,82,-23.140379988090103,6.957211666997497,-11.856729998015012
10,64,77,25,31,65,100,100,-12.244878799532444,11.106576318527177,-31.360542088836937
69,2,62,96,32,100,64,96,21.518892815332947,4.0,-40.0
85,66,2,65,100,36,100,62,64.84099647634633,6.80113879100962,-39.19316725394228
100,77,66,8,72,100,38,67,109.38678155409787,9.03852170983605,18.23113025901631
100,100,71,13,93,43,100,50,99.3378468895333,8.75938463582037,16.556307814922217
75,100,100,18,100,100,61,43,90.05086474846212,8.501412909679503,15.00847745807702
53,49,99,23,63,100,45,100,82.3037395821865,8.28621498839407,13.717289930364416
86,47,91,29,64,100,43,82,75.8753858436902,8.107649606769172,12.645897640615033
100,46,89,100,100,57,100,48,70.61560259658029,7.961544516571674,11.769267099430046
100,50,26,100,100,48,100,32,65.42561105991405,7.817378084997612,10.904268509985673
28,93,26,100,100,76,61,57,61.26323057824203,7.701756404951167,10.210538429707004
15,83,27,92,92,100,29,100,58.08135160475791,9.204456959303313,-16.773258244180113
21,15,82,37,100,88,35,55,86.50360503515833,6.534292639214429,-35.194244164713425
100,14,9,69,100,100,100,24,128.00635370791662,7.008959485643518,-29.732909752805554
23,100,14,14,49,100,67,100,160.60695575298678,10.79463765980519,-8.565507374502204
10,100,69,15,72,100,68,100,170.88514382691233,14.497873033831711,-11.012761797009745
100,47,30,89,40,26,16,26,96.70983680775691,7.819717689104358,51.45163946795949
35,25,86,45,29,21,39,100,45.81830617681754,7.272730727133821,7.6363843628029215
24,20,85,50,33,28,62,100,38.67469449250416,7.4742970692362265,4.445782415417362
15,14,85,55,38,36,86,61,34.68251803238843,6.3951204371569945,-55.229277377058025
100,17,12,99,58,45,35,63,90.60297494050894,5.583349860780606,-41.37990083531637
65,97,19,15,99,63,39,32,132.40815228439362,8.211337563455379,-19.265307952601063
34,90,40,21,29,67,47,25,152.1017685820034,10.225049127277872,25.35029476366723
57,85,30,27,100,88,24,22,127.64492143691109,9.612358928803086,21.94082023948518
72,96,26,37,85,36,20,29,106.6655274090765,9.296264650252125,21.11092123484608
66,29,25,100,100,27,23,56,86.55150682696154,8.537541856304488,15.758584471160258
68,20,25,100,59,27,33,58,71.63645696480762,7.989901582355767,11.939409494134601
74,15,24,100,49,31,47,51,60.37647750400032,5.292374791703706,-23.979084583111092
50,15,14,43,100,37,36,52,84.91545425614248,5.786254206075393,-37.28247476354764
44,48,100,18,100,79,33,37,122.67152871799107,9.40754246438864,20.445254786331844
33,53,48,26,100,46,32,47,103.20707147042435,8.866863096400676,17.201178578404058
27,73,21,40,100,39,38,29,86.8966298494176,8.6804619402616,11.816104974902935
23,100,23,64,82,40,43,19,75.9467041853548,4.8339753781210275,40.31051893539283
78,31,32,100,45,48,18,20,35.89898124652734,5.7305272568479815,45.316496874421226
25,18,100,50,53,21,23,87,-9.510674082701598,4.364775281175179,-33.54468164628226
100,17,33,87,51,36,19,27,24.220865032115796,3.0678936946228657,10.140695501070526
100,12,100,75,54,28,19,34,14.164371309099238,3.8098425379125813,23.925721894142153
22,6,100,60,54,22,25,94,-9.820383376370557,6.772064134686689,-10.59428185854653
34,5,4,72,66,26,24,60,0.7834198049911265,5.08842832791642,-49.20276336583481
46,59,9,7,80,69,25,21,50.43907802680678,7.8677521674113,-12.26015366219887
26,100,19,11,100,72,24,15,63.43974023705704,3.854071668861639,-10.475569986830164
18,100,30,14,19,75,28,13,74.25905172118189,5.381682311616857,23.036760536367808
28,99,21,17,93,73,13,10,51.690147843209445,6.646113848948323,38.632238649245494
100,22,16,100,85,16,11,23,13.222635029556614,5.6339620841543505,-7.796227495073898
100,26,15,25,89,19,11,19,21.23895972694004,4.385998073568407,14.635988441410445
89,18,15,100,77,15,12,31,6.659904939951957,4.713555203481304,-17.40755766800106
100,27,15,23,97,22,11,18,24.27098511550821,4.516559204131512,13.33935522478907
100,19,14,31,100,17,12,28,11.027086382620382,4.740420530338186,-18.810810151304217
100,31,15,20,100,26,12,16,30.090265163484105,4.7073352975072895,10.981789562821515
100,23,14,26,100,19,12,21,19.275919206624735,6.002108866850687,-0.7873467988958751
100,23,14,25,100,20,12,21,20.329827790473928,6.031384105290942,-0.6116953682543418
100,24,14,25,100,20,12,21,21.222800224870525,6.056188895135292,-0.46286662918824106
100,24,14,24,100,20,12,21,21.980221559259633,6.077228376646101,-0.3366297401233922
100,24,14,24,100,21,12,21,22.62349034691715,6.095096954081032,-0.22941827551380456
100,24,14,24,100,21,12,20,23.17064531461847,6.110295703183846,-0.13822578089691717
100,24,14,24,100,21,12,20,23.636893758857468,6.123247048857151,-0.06051770685708746
100,24,14,24,100,21,12,20,24.03505705759426,6.134307140488729,0.0058428429323811315
100,24,14,24,100,21,12,20,24.37594626433588,6.143776285120441,0.06265771072265025
100,24,14,24,100,21,12,20,24.668678723370817,6.1519077423158555,0.11144645389513741
100,24,14,24,100,20,12,20,24.920944939548008,6.158915137209666,0.15349082325800367
100,24,14,24,100,20,12,20,25.139233497978807,6.164978708277189,0.18987224966313931
100,24,14,24,100,20,12,20,25.329020614728165,6.170250572631337,0.2215034357880299
100,24,14,24,100,20,12,21,25.49492987342552,6.174859163150709,0.24915497890425797
100,24,14,25,100,20,12,21,25.640866835451334,6.178912967651426,0.2734778059085592
100,24,14,25,100,20,12,21,25.77013247842541,6.182503679956262,0.29502207973757066
100,23,14,25,100,20,12,21,25.885518798509338,6.185708855514148,0.3142531330848932
100,100,14,25,100,20,12,22,25.989389389102143,6.188594149697281,0.33156489818369295
95,100,14,24,100,20,12,22,26.08374736707202,6.19121520464089,0.3472912278453393
89,100,14,24,100,20,12,23,26.170292645187715,6.193619240144103,0.3617154408646215
83,100,13,24,100,21,13,23,26.250470235255023,6.195846395423751,4.375078372542504
77,100,24,26,100,20,14,28,22.25987834606957,6.218329954057488,34.3766463910116
100,100,15,100,31,17,26,72,-12.337255183079549,4.9906318004700125,-35.38954253051325
68,100,100,19,100,26,18,34,23.329611498886038,5.381378097191279,43.221601916481006
100,100,12,100,32,22,38,65,-20.197646732376825,5.372287590767311,-30.699607788729477
64,100,55,18,94,27,25,63,10.668262079019598,6.2963406133061,1.7780436798365997
59,100,66,19,91,29,27,61,9.062676816337557,6.251741022676043,1.5104461360562595
53,100,76,25,91,31,30,54,7.701784865221953,6.213938468478387,1.2836308108703278
48,100,100,31,91,33,33,47,6.547913410491219,6.181886483624757,1.0913189017485365
42,100,100,36,93,35,36,41,5.56924929560131,6.154701369322259,0.9282082159335516
37,100,100,42,95,38,39,35,4.738915288744636,6.131636535798462,0.789819214790775
31,100,100,47,98,40,42,29,4.0341953464680955,6.112060981846335,0.6723658910780159
25,100,100,53,100,43,46,23,3.4358837345537268,6.095441214848714,0.5726472890922878
19,100,100,58,100,45,47,18,2.9277374974752206,3.760722898147525,43.471004055551816
100,100,60,100,49,48,17,18,-40.96655653512778,4.434938679499527,43.35629874366383
100,59,100,53,55,19,19,100,-85.18807769334234,2.1669978418516016,27.13532038444294
70,53,68,51,26,19,100,86,-112.72438218880598,2.8687671614220562,-18.787397031467663
100,53,100,54,45,20,25,100,-94.36919671058183,3.3786334247060603,-15.728199451763636
100,59,53,64,58,24,22,100,-79.27951301714637,3.9977913050792675,-11.213252169524395
78,68,51,78,58,30,21,100,-68.67293281798447,4.359085199500432,-8.778822136330746
100,89,51,99,62,36,20,100,-60.65423562576956,4.648493454839734,-6.77570593762826
100,100,52,100,67,42,20,100,-54.59469691361949,4.816813974621681,-5.765782818936579
100,100,55,100,73,49,20,100,-49.503118609159515,4.958246705301124,-4.9171864348599215
100,100,58,60,79,56,19,100,-45.22170268583079,3.277174925393589,33.79638288569487
61,100,55,92,79,23,100,100,-79.68637489605084,3.78648958622081,-13.28106248267514
100,87,53,100,79,29,100,85,-67.03209859885885,4.13799726114281,-11.172016433143142
100,100,55,67,85,39,29,100,-56.6216220131912,4.427177166300245,-9.436937002198533
100,54,60,62,94,52,23,100,-47.86701881508441,4.803693921803211,-6.644503135847401
100,48,87,61,100,68,23,100,-41.84303066432267,4.971026925991037,-5.640505110720447
100,60,79,61,100,94,24,100,-36.76613175200799,5.045385229110889,-5.461021958667999
75,100,90,63,100,98,26,100,-31.93606270069722,5.112887147202855,-5.32267711678287
61,100,100,66,100,100,28,100,-27.167838017687927,5.245337832842003,-4.527973002947988
52,100,45,70,100,100,29,100,-23.1259771957956,5.3576117445612335,-3.8543295326325975
53,100,38,100,96,100,31,100,-19.697285426681958,5.452853182592168,-3.2828809044469907
53,100,48,100,96,100,33,100,-16.786863713481807,5.533698230181061,-2.797810618913637
100,100,61,90,98,100,35,100,-14.314943729303423,5.602362674186016,-2.3858239548839038
100,100,100,96,100,100,36,100,-12.214341116900073,5.660712746752775,-2.035723519483348
100,100,100,100,100,100,38,100,-10.428382758744931,5.710322701145974,-1.7380637931241552
100,100,100,100,100,100,40,100,-8.90920442661178,5.7525220992607835,-1.484867404435299
100,32,100,55,100,40,41,100,-7.616342712517792,5.788434924652283,-1.2693904520862986
99,18,100,55,100,43,43,100,-6.5155640156875165,4.2425349480900465,-34.81145697812639
100,88,22,100,100,100,39,47,28.885320179404346,7.0023700049834545,2.8142200299007243
100,83,14,100,100,100,38,47,27.061100553160372,6.285030570921122,-26.823149907806602
100,76,61,18,84,100,44,34,55.47514636455679,7.540976287904355,9.245857727426134
100,73,58,22,82,100,35,32,47.93500743539846,7.331527984316624,7.989167905899741
100,71,57,27,90,100,30,100,41.51134035156787,7.153092787543552,6.918556725261311
100,68,56,31,100,57,27,100,36.02683715670753,7.000745476575209,6.004472859451255
100,65,56,35,100,47,26,100,31.335948418536304,6.8704430116260085,5.222658069756051
100,63,55,39,100,41,100,100,27.13977547519903,6.753882652088862,4.523295912533172
100,60,55,43,100,38,100,100,23.54820825989492,6.654116896108192,3.9247013766491534
31,57,55,46,100,36,100,100,20.470841193372905,6.568634477593692,3.4118068655621485
26,52,54,49,100,36,100,100,17.831638841987456,6.495323301166318,2.9719398069979093
20,46,54,51,100,41,100,100,15.566455760115787,8.432401548892106,-7.405590706647374
11,24,51,54,100,45,100,100,24.495738360686232,11.208262306011436,-25.550426163931377
100,2,22,62,100,73,100,100,54.41554526634161,4.2,-42.0
100,100,6,21,68,100,58,100,98.4641357832162,9.601781549533783,3.74402263053603
100,100,100,7,80,100,52,100,99.30140734020716,8.758372426116866,16.550234556701195
100,100,100,11,86,100,78,96,86.83013896554962,8.411948304598601,14.471689827591604
100,100,100,16,100,59,100,97,76.35407455899963,8.120946515527766,12.725679093166605
100,100,100,21,100,75,93,100,67.50190980216735,7.875053050060204,11.250318300361226
100,100,100,26,100,98,90,100,59.510784346300966,7.6530773429528045,9.918464057716825
95,100,100,100,100,100,91,100,52.710657214092976,7.464184922613693,8.785109535682164
91,100,55,100,88,100,97,100,46.91643168105924,7.303234213362757,7.8194052801765395
90,100,50,100,100,100,100,87,41.980712837278475,7.166130912146624,6.996785472879743
89,100,49,100,100,100,100,78,37.78557102713535,7.049599195198204,6.297595171189222
90,100,50,100,100,100,100,70,34.23716204508497,6.951032279030138,5.706193674180831
93,100,50,100,100,100,100,65,30.8437489499687,6.856770804165797,5.140624824994781
97,100,50,100,100,100,85,61,27.974453971884373,6.777068165885677,4.66240899531406
100,100,51,100,100,100,74,58,25.57261473594008,6.710350409331669,4.262102455990011
100,100,51,100,100,100,66,56,23.597173850003855,6.655477051388996,3.9328623083339735
100,100,52,100,100,100,60,54,22.023810552644477,6.611772515351236,3.6706350921074105
100,100,53,100,100,100,55,52,20.84873794552766,6.57913160959799,3.474789657587941
100,100,54,100,100,100,51,52,20.097498602119117,6.558263850058864,3.349583100353186
100,100,55,100,100,100,48,51,19.844500942707896,6.551236137297442,3.3074168237846493
100,100,55,100,100,96,45,51,20.258818426250855,6.562744956284746,3.376469737708476
100,100,55,100,100,84,43,52,21.72449665397653,6.603458240388237,3.6207494423294193
100,100,56,100,100,75,42,54,167.66132964968392,10.657259156935664,27.94355494161399
92,80,55,100,100,50,48,100,142.29258008426632,9.952571669007398,23.715430014044387
99,65,66,100,78,51,74,100,121.62929814540837,9.378591615150233,20.271549690901395
65,40,100,100,67,63,100,80,104.71958550885915,8.908877375246089,17.453264251476526
50,39,100,100,68,85,100,90,90.31395321305786,8.50872092258494,15.052325535509645
42,40,100,98,75,100,75,56,78.24872810360478,8.173575780655689,13.041454683934127
15,45,100,92,88,100,83,39,68.07244816665258,9.29696711265419,-16.218197324074858
25,12,100,100,91,100,78,37,87.83948725058309,6.367992403712342,-10.858712244392617
20,2,100,100,97,100,78,39,100.64464022650418,5.0,-60.0
63,20,11,10,100,100,100,100,161.2766080580534,10.613239112723706,1.5461013430088997
48,16,16,9,100,100,100,69,160.973821904535,5.9346209029965555,-36.00116347090956
60,36,16,20,13,100,100,100,-163.5336190676527,0.5907328036763144,-62.588936511275456
100,100,61,19,16,16,100,100,-100.94468255637724,3.195981040100632,-16.824113759396212
98,100,59,30,18,22,100,100,-85.16213032756264,3.6343852686788156,-14.193688387927104
99,100,62,53,22,25,29,100,-71.96405627945217,4.0009984366818845,-11.994009379908697
100,96,100,65,29,26,20,100,-61.20063455394143,4.63331570683496,-6.8667724256569045
100,90,100,65,36,28,21,100,-55.50533286937639,4.724851864739545,-6.584222144896067
100,85,100,66,44,31,21,100,-50.02611271599085,4.87705242455581,-5.671018785998477
100,83,100,69,53,33,22,100,-45.39882331491799,4.938921574585612,-5.566470552486329
100,81,100,73,65,36,23,100,-40.808031780199144,4.9997768949944685,-5.468005296699857
100,80,94,100,80,39,23,100,-36.240502283771434,5.1266527143396825,-4.70675038062857
100,80,86,100,91,43,24,100,-32.581666844462234,5.161620365431604,-4.763611140743706
100,80,81,100,93,46,25,100,-28.78278994685172,5.200478057031896,-4.79713165780862
100,82,76,100,94,50,25,100,-24.854567953346304,5.30959533462927,-4.142427992224384
100,85,73,100,97,54,26,100,-21.49536896283371,5.4029064176990635,-3.5825614938056205
100,88,71,100,100,58,26,100,-18.619885276452806,5.482780964542977,-3.1033142127421343
100,91,70,100,100,62,27,100,-16.156261378765294,5.551214961700964,-2.6927102297942156
100,94,69,100,100,65,27,100,-14.043809720350168,5.609894174434718,-2.3406349533916924
100,98,69,100,100,68,27,100,-12.231169004040794,5.660245305443311,-2.0385281673401323
100,100,69,100,100,42,27,100,-10.67480290730316,5.703477697019356,-1.77913381788386
100,100,69,98,100,44,27,100,-9.337765849489642,5.740617615291955,-1.556294308248276
100,100,70,96,100,45,27,100,-8.188681856292078,5.7725366151029975,-1.364780309382013
100,100,70,94,100,46,26,100,-7.200896094059544,5.799975108498346,-1.2001493490099264
100,100,71,93,100,46,26,100,-6.351768335557551,5.823561990678957,-1.0586280559262562
100,100,72,93,100,47,25,100,-5.622084834625184,5.843830976815967,-0.9370141391041997
100,100,72,92,100,47,100,100,-4.995570759825,5.861234145560417,-0.8325951266375
100,100,73,92,100,46,100,100,-4.458490176645455,5.876153050648737,-0.7430816961075735
99,100,74,92,100,46,100,100,-3.9993252391360556,5.88890763224622,-0.6665542065226759
94,100,75,92,100,45,100,100,-3.6085315807334837,5.899763011646292,-0.6014219301222496
89,100,77,93,100,45,100,100,-3.278374210135212,5.908934049718466,-0.5463957016891996
84,100,78,93,100,44,100,100,-3.0028600714969116,5.916587220236197,-0.500476678582821
79,94,79,94,100,42,100,100,-2.777805282984559,5.922838742139318,-0.46296754716409083
74,88,80,95,100,42,100,100,-2.6011196834829207,5.927746675458808,-0.4335199472471558
70,82,81,95,100,47,100,100,-2.4734911400784085,5.9312919127756,-0.41224852334639905
65,76,83,96,100,53,100,100,-2.3998980473126608,5.933336165352426,-0.39998300788544583
60,70,84,97,100,58,100,100,-2.393057934401895,5.933526168488836,-0.3988429890669849
55,64,86,98,100,63,100,100,-79.92723373395563,3.779799062945677,-13.321205622325934
58,53,96,89,100,61,100,92,-66.93422665383241,4.140715926282433,-11.1557044423054
63,48,82,87,100,100,100,85,-56.17461244884237,4.439594098643267,-9.362435408140392
71,45,64,90,100,100,100,82,-47.16344270199522,4.689904369389021,-7.8605737836658705
82,43,53,95,100,100,100,80,-39.61002548686281,4.899721514253811,-6.601670914477133
86,43,47,100,100,100,100,79,-33.27440420960227,5.075710994177715,-5.545734034933709
76,43,42,100,100,100,100,77,-28.015415036215416,5.221794026771795,-4.669235839369236
69,43,39,92,100,100,100,100,-23.592834545904793,5.344643484835978,-3.93213909098413
62,44,37,78,100,100,100,100,-19.872270408365637,5.44799248865651,-3.3120450680609395
57,45,36,69,100,100,100,100,-16.741365668841752,5.534962064754396,-2.7902276114736253
51,46,35,63,100,100,100,100,-14.106027168200228,5.608165911994439,-2.3510045280333713
46,47,34,58,100,100,100,100,-11.88735810374817,5.669795608229218,-1.981226350624695
41,48,34,55,100,100,100,100,-10.019142209031827,5.7216904941935605,-1.6698570348386355
36,50,34,53,100,100,100,100,-8.445766994313203,5.765395361269078,-1.4076278323855362
31,47,33,51,100,100,100,47,-7.120501057778199,5.802208303950605,-1.1867501762963641
26,39,34,50,100,100,100,41,-6.0040599083675374,5.833220558100901,-1.000676651394592
21,31,34,50,100,100,100,35,-5.063408773438709,7.459349756293369,-8.843901462239785
14,18,36,44,100,100,100,32,3.845107902538473,5.565696456151908,-75.69915459642189
100,21,13,25,40,65,100,100,80.23413240651797,7.962059233514388,-15.960977932247008
100,100,15,19,48,57,100,100,97.16958031294683,8.032488342026301,-17.138403281175524
61,100,23,20,48,56,100,100,115.3205884399307,9.336683012220298,17.886764739988454
100,89,21,27,64,77,100,100,98.66957065379029,9.007488073716397,13.778261775631712
94,100,20,34,72,100,100,50,86.13469677322502,8.72596379925625,11.022449462204172
89,100,19,43,82,100,100,41,76.18979012286479,6.649716392301801,-28.635034979522533
100,82,100,25,89,99,100,100,105.63010979041542,8.934169716400428,17.60501829840257
73,67,100,34,93,100,100,28,89.13568280311097,8.475991188975305,14.855947133851828
68,100,78,48,100,100,100,49,75.35487866276816,8.093191073965782,12.559146443794695
100,100,57,77,100,100,27,61,63.797872279425064,7.7721631188729186,10.63297871323751
43,100,49,100,100,100,38,53,53.96213308143456,7.49894814115096,8.993688846905762
33,100,47,100,100,32,54,48,45.681108823755665,7.268919689548769,7.613518137292608
34,100,46,100,100,39,55,45,38.69806493850115,7.074946248291699,6.449677489750194
100,100,46,100,100,47,47,43,32.80232549104437,6.911175708084566,5.467054248507395
99,100,46,100,100,55,43,17,27.749579526032278,4.554164330700179,32.92498598420107
100,51,100,100,55,50,25,100,-5.230237375601973,5.854715628455501,-0.8717062292669979
100,51,41,100,60,51,11,100,-4.417048367869711,6.0106375453369525,24.597158605355048
100,38,100,100,80,45,19,100,-29.46876670009175,3.714756480553007,36.42187221665137
36,100,100,73,50,20,81,100,-66.31977621583252,4.157783994004652,-11.053296035972082
37,32,100,69,59,22,87,100,-55.7848581276358,4.450420607565672,-9.297476354605969
38,28,100,69,71,24,100,100,-46.94831200016023,4.695880222217771,-7.8247186666933715
40,25,100,100,86,26,100,100,-39.52810543448334,4.9019970712643515,-6.588017572413889
100,23,30,100,96,29,100,100,-33.291974092538965,5.075222941873918,-5.548662348756494
100,21,25,100,94,33,100,100,-28.12462805994221,5.218760331668272,-4.687438009990366
100,19,21,100,95,36,100,100,-23.767319797183404,4.355986444820031,-40.264081331079815
100,100,19,23,100,100,34,100,16.687430204943837,4.99687306124844,-38.5520949658427
100,100,100,22,30,100,100,100,55.79485078343379,7.5498569662064945,9.299141797238963
66,100,100,26,43,100,37,100,47.36599792820056,7.315722164672238,7.894332988033426
51,97,100,31,100,100,27,100,40.24686983711172,7.1179686065864365,6.707811639518617
47,93,100,36,100,100,47,100,34.224929194138724,6.950692477614965,5.704154865689787
97,91,100,40,100,100,100,100,29.037231918744965,6.806589775520694,4.839538653124158
87,88,100,44,100,40,100,100,24.64879424752411,6.684688729097892,4.108132374587349
79,86,100,48,100,42,100,41,20.933877265755484,6.58149659071543,3.488979544292583
72,82,100,51,100,51,100,26,17.787246267485273,6.494090174096813,2.9645410445808764
66,78,100,54,100,61,100,15,15.120588528539997,4.806672116005,27.50669936269667
61,100,61,100,54,100,21,68,-12.554848421812324,5.91792087717188,0.5741919296979461
56,100,72,100,59,100,15,63,-13.356192896086782,4.962327975108701,31.107301183985538
86,100,62,100,100,20,71,49,-45.029497336281906,4.749180629547725,-7.504916222713653
69,100,49,100,100,100,77,100,-38.022313224449704,4.9438246326541755,-6.337052204074951
57,100,51,100,83,100,84,100,-32.119734505264944,5.107785152631529,-5.353289084210822
48,100,67,100,82,100,89,100,-27.239705730349215,5.2433415074903,-4.5399509550582025
40,100,88,100,82,28,94,100,-23.11225218804401,5.357992994776556,-3.852042031340666
34,100,100,81,84,31,98,100,-19.619115314029273,5.455024574610298,-3.2698525523382145
28,100,100,65,100,34,100,100,-16.661221373718377,5.53718829517449,-2.776870228953065
22,57,100,58,100,37,100,100,-14.155371688591629,6.806795230872455,-8.359228614765271
15,32,100,71,100,43,100,47,-5.936313063609759,8.611700804966576,-20.32979517020054
7,10,100,100,100,100,100,28,14.868355509178514,10.305294594591754,-51.90156576578281
26,100,4,29,100,100,100,100,68.99978319793775,6.916660644387159,-38.50003613367704
100,22,100,6,58,100,100,37,108.87724785079558,9.024367995855433,18.146207975132597
100,11,88,9,100,90,100,29,92.89498978972279,6.748249829828713,-6.710501021027724
100,13,100,16,100,100,100,24,101.02143849800473,6.24287049904821,-13.476110339044073
100,24,9,36,48,100,100,17,115.7905610351948,5.509947561306638,15.193018701173159
100,14,8,30,100,96,13,24,101.7567865245781,6.503964294717536,-1.0828808983614575
100,15,8,39,100,100,13,23,104.21162484135732,6.231589118901456,-4.210465286591262
100,17,8,14,100,100,13,100,109.74647899102331,5.6630359943945745,-10.608450700299223
100,27,10,13,50,100,12,15,121.34834704928733,6.679151361567476,24.96379705829374
100,12,9,23,100,17,13,100,97.75346856059144,6.96375508978654,3.66697498316368
52,9,7,23,100,18,100,100,95.45771119437592,8.215620042848398,-12.91072418735406
100,12,6,14,100,23,100,100,110.0899535239472,7.626517829984404,-20.303115242315805
100,30,9,11,67,100,31,100,131.58024086463053,10.121673357350847,1.2633734774384173
100,100,12,14,76,31,100,100,131.97252090452025,9.599236691792228,-5.33791318257996
100,100,17,17,55,31,100,100,138.60267766503136,8.783407712917539,-14.232887055828105
100,100,27,20,39,100,100,100,153.58907963724766,10.26636332325688,25.59817993954128
100,100,22,28,100,100,100,100,129.58112700537788,9.799475750149385,19.596854500896313
81,100,20,41,59,100,100,100,111.67193273915268,9.435331464976464,15.278655456525449
79,100,19,63,60,100,100,100,98.17086682098801,7.260301856138557,-24.971522196501997
65,100,100,27,100,100,100,100,124.29168136093358,9.452546704470377,20.715280226822262
60,100,100,44,75,100,100,100,105.27892392582396,8.92441455349511,17.54648732097066
100,100,33,100,100,100,100,50,89.28913482996938,8.480253745276928,14.881522471661565
100,100,29,100,100,100,100,45,75.91870667042048,8.108852963067235,12.653117778403413
95,91,28,95,100,100,47,45,64.68373062564336,7.79677029515676,10.780621770940563
100,92,27,100,100,100,41,100,55.04177722669954,7.528938256297209,9.173629537783256
100,96,27,100,100,100,39,100,46.89703368182444,7.302695380050679,7.816172280304073
100,100,27,100,100,57,40,100,40.002338451078344,7.111176068085509,6.667056408513055
100,100,26,100,100,52,100,73,34.15593956714167,6.948776099087269,5.692656594523612
100,100,25,100,100,50,100,64,29.085511766539867,6.807930882403885,4.847585294423311
82,100,33,100,100,50,100,82,24.78524284263881,6.688478967851078,4.130873807106468
61,100,40,100,100,51,100,100,21.135078416426495,6.587085511567403,3.522513069404418
47,100,45,100,100,75,100,100,18.034480649622083,6.500957795822836,3.005746774937016
36,100,51,100,100,100,68,100,15.39900044507641,6.427750012363234,2.5665000741794017
32,100,56,100,100,100,54,100,13.157538040189195,6.365487167783034,2.1929230066982015
27,100,61,100,100,100,56,100,11.250125460882145,6.312503485024504,1.8750209101470219
22,100,65,100,100,100,63,100,9.626112878566573,7.467392024404627,-4.395647853572235
13,100,85,43,100,100,63,100,14.470994923316084,9.920920304561506,-22.874478172630972
